Text,Polarity
"السباكين الحرامية كم يكلفوك, تشطيب بويه و واجهات حجر أو بروفايل ﻻ تقل عن 20 و 30 الف رخام و سيراميك و باركيه للغرف وا لحمامات و الصاﻻت غالي جدا.",Neg
و الله أصغر دورة مياه السيراميك الإيطالي أو الخزف فوق 1500 بدون تركيب و توصيل حتى السيراميك الهندي و الصيني صارت أسعاره دبل رغم ان جودته رديئة.,Neg
أبو مصير و السوري الشامي بياعين مواد البناء و السيراميك يطلعون دبل قيمة الفيلا برفعهم للأسعار.,Neg
عارفين إن العقار نازل و بينزل أكثر.,Pos
معنى كلامك ان البيوت راح ترتفع أسعارها البيت اللي كان يكلف مليون سيصبح سعره 3 مليون. الضرائب عمرها ما جابت خير.,Neg
شوية رمل و مرابض ما تسوى 20 الف بدون خدمات.,Neg
"بالتقنية الحديثة ما يحتاجوا عمالة الماكينة تعمل كل شيء, و بعدين كله جاهز بس تركيب, أكيد السعر فى إنخفاض.",Pos
نعم سيهبط العقار و سيتراجع.,Pos
في الأطراف فيه نزول بسيط و في المحافظات و القرى الصغيرة فيه نزول.,Pos
تملك المواطنين للمساكن من خلال 3 فئات بسعر مخفض، و بنسبة ربحية. موضحا أن الفئة الأولى بالمجان و دون تحديد رقم للمستفيدين، و الثانية مدعمة من قبل الصندوق العقاري، و الثالثة من خلال استثمارات الحكومة العامة.,Pos
الصندوق العقاري يجبر المستفيدين على التوقيع بعدم تداول ما ورد في عقودهم مع البنوك.,Neg
اللي استحوا ماتوا و الله عيب يجب أن تقف هذه المهزلة و تعود القروض كما كانت.,Neg
احذر شراء الجاهز اقل شئ يأخذ مكسب 200000 انت أحق بها و الغش للأسف منتشر.,Neg
"أرض طيبة و شارع وسيع, موقع قريب المسجد و الخدمات.",Pos
العمارة اللي تشريها بمليون و ستمية ترى مكسبه فيها أقل شئ 30%‏ تصل 500 الف. بيتك و أهلك أولى فيها من تجار الطمع و الجشع.,Neg
العقار زمنه مولي و مصيره الإنهيار.,Pos
العائد على الإستثمار جدا مغري.,Pos
الإستثمار الآن بالشقق و الفلل الكراتين و الأراضي غير مجدى.,Neg
إرتفاع العقار مبالغ فيه جدا و طبيعي يهبط و دليل ذلك العروض الكثيرة و بدون طلبات.,Mix
يكفى تلاعب بالمواطن البسيط و محاولة خنقه بقروض عقيمة طويلة تلتهم قوت اطفاله.,Neg
كثير من الفلل الجاهزة المعروضة تعتبر غش تجارى يجرمها القانون.,Neg
وجود ورقة من مكتب هندسى تفيد بسلامة المبنى و سلامة الهيكل الإنشائي و قدرته على الصمود أمام عوامل الطبيعة.,Pos
لا تشترى عقار قايم لا تعرف أساساته و لا قدرة تحمله و لا تعرف كم عدد الأسياخ فى كل عمود و لا تعرف ماذ حدث عند الصب و لا تعرف حجم القواعد و لا تعرف طبيعة التربة و هل هى مجرى سيل أو أرض مدفونة أو طينية.,Neg
"هنالك الكثير من يوفر في البناء على حساب المشتري, نوع من الغش.",Neg
غالبية اللي يبنون بيوت خاصة فيهم يتم خداعهم حتى لو أشرف على الموقع مهندس معتمد و قد يعتقد صاحب المبنى انه شغال 100% و الواقع ربما 70%. انعدمت الأمانة.,Neg
للأسف في العشر سنوات الأخيرة دخل تجارة بناء و بيع العقارات كل من هب و دب و أصبحت مهنة و تجارة لمن لا مهنة و لا تجارة له و نتج عن ذلك مباني متهالكة و مغشوشة.,Neg
مع أن هولاء يضعون أسوأ و أرخص أدوات البناء و أدنى المواصفات إلا أنهم كانوا يبيعونها بأرباح لا تقل عن 60 و 70 % و أكثر يعني شين و قوي عين.,Neg
"أغلب الغش و الخداع يتم فى الهيكل الإنشائي العظم و هو مسؤولية جنائية يتحملها المقاول و المكتب الهندسى المشرف, أغلب الأعمدة يتم وضع 4 أسياخ حديد مقاس 12 و هذه جريمة.",Neg
"المشكلة اذا جاك واحد من هالمقاولين و قال لك أنا خبرتي في السوق كذا و كذا, و إذا تعاقدت معاه ما تشوفه يزور الموقع إلا ما ندر. سود الله وجيههم هالمقاولين.",Neg
"راجعوا الدفاع المدني قسم السلامة و شاهدوا الشكاوى بعض الناس لم يسكن سوى ثلاثة أشهر و بعدها حتى أفياش الكهرباء كأنها نوافير ماء أيام الأمطار. لذلك انتبهوا و قد أعذر من أنذر, و المشكلة معهم أوراق من مكتب هندسي و أغلبها عن طريق بنوك.",Neg
السبب الرئيسي لتردي حال بناء الفلل و وصولها إلى ما وصلت اليه هو دخول فئة شريطية السيارات و ما شابههم على القطاع مما أدى إلى تدهوره و وصوله إلى حالة يرثى لها.,Neg
يقوم ببناء وحدات سكنية أشبه بعلب الكبريت لا تتجاوز مساحتها 200 م2 مستخدما أسوأ أنواع المواد و أسوأ طرق التنفيذ لتقليل التكاليف، وبعد ذلك عرضها بمبالغ باهظة. ,Neg
غياب الرقيب في ساحة المقاولات المعمارية يشابه غياب الرقيب بساحة المقاولات الصحية التي أصبحت هي الأخرى لعبة بيد الشريطية يتحكمون بها و يتحكمون بصحة و أمان المواطن.,Neg
نعم صحيح الجاهز فلة أو شقة شغل أبو كلب إلا ما ندر جدا و قليل.,Neg
"جاري عامل عمارة جديدة في شهر و نصف الآن يصب سقف الدور الثالث هه, و الله صورت مقطع فيديو يضحك لهذه العمارة الشيول يدفن و العمال يفكون خشب الأرقاب, عمارة أي كلام في كل شئ الحفرية و الخزان شئ غريب و شغل سريع سريع. ",Neg
شركة التأمين رفضت تصليح البيت لأنه آيل للسقوط و الجبس يتساقط.,Neg
المشكلة بناء تجاري و غش و يضع هامش ربح 50 %.,Neg
"الراجحي مقرض أصحاب الفلل و المتورطين بها, السوق واقف حاله و يبي يسترجع فلوسه عن طريق توريط أكبر عدد من البسطاء يعني عملية تخارج على حساب الضعوف و بمساعدة الإسكان للأسف.",Neg
العقار الجاهز يتم الإعتناء بالظاهر لجلب الزبون أما الباطن و الأهم فيه تلاعب في الغالب.,Neg
قهر أن تضع مليون و نصف أو مليونين في عقار نصف مليون كثير عليه.,Neg
"الغالب منها نصب, إحتيال, كذب و لا يرشون مزبوط المبانى و عمر المبنى و الهيكل معرض للهبوط و التشققات، احذروا و حذروا من تحبون من أغلب الشركات اللى ما تخاف من الله.",Neg
المواطن يساق هو و عائلته للمذبح تحت نظر و مباركة من وزارة الإسكان. احذركم من شراء منزل جاهز.,Neg
90% من العقار المعروض لا يتوافق مع متطلبات كود البناء.,Neg
اللي عنده رغبة يشتري أرض للبناء أو الإستثمار لا يفوته مخطط الموسى الجديد بالشفاء جنوب الرياض و سيتم طرحه للمزاد خلال أسبوعين تقريبا. مخطط نموذجي و اعتقد أسعاره بتكون مناسبة.,Pos
غالية. بدون بنية تحتية تعتبر غالية.,Neg
عموم أراضي السعودية ما تستاهل 100 الف ريال لأنها بدون شبكات صرف صحي و بدون شبكات تصريف سيول و الأمن شبه معدوم و بالذات في الأحياء الجديدة.,Neg
أسعد كثيرا عندما أرى أسعار الأراضي فى نزول. من مصلحة الجميع و الشباب خاصة نزول أسعار العقار. الوضع العقاري الحالي لا يطاق.,Mix
سعر المتر في السعودية و الرياض خاصة حرام الواحد يدفع فوق 50 ريال للمتر.,Neg
أرض منحة من الدولة مجانية.,Pos
هى نازلة حول 80 الف عن أسعارها قبل سنة.,Pos
كارثة في هذا البلد أن تجد أسعار للأراضي تتعدى 10000 لكل مساحة 100 م2 و خاصة لإبن البلد و الله كارثة.,Neg
أمانة منطقة الرياض ترخص بالبناء و التسوير لمخططات منح شرق الرياض و منح الخير شمالا.,Pos
الخدمات متوفرة في مخطط الخير.,Pos
مخطط الخير أ واصله الكهرباء و النت 4G و مخطط الخير بشكل عام له مستقبل في القريب العاجل. تم تسليم أراضي لوزارة الإسكان بنهاية مخطط الخير.,Pos
أكدت الوزارة الانتهاء من حصر جميع مخططات المنح التي تحتاج إلى أي من خدمات الطرق، المياه، الصرف الصحي، الكهرباء، الاتصالات، و تقدير تكلفة خدمة السفلتة، ويجرى حاليا إستكمال تقدير تكلفة باقي الخدمات.,Pos
كما وضعت الوزارة خططا لسفلتة هذه المخططات، و إيصال الخدمات الأخرى فور إستكمال تقديرات تكاليفها.,Pos
أرض مساحتها 750 متر و في موقع ممتاز و على شارعين.,Pos
"الخير القطعه فيه بسعر 300 الف, فيها كهرباء, و شمال الرياض, تبعد عن مجمع الملك عبدالله الإقتصادي ما يقارب 15 دقيقة.",Pos
"الخير يعتبر فرصة جيدة, صحيح يعتبر بعيد تقريبا عن الرياض بس فيه حوافز تغري الشاري, يقع شمال الرياض, يقع بالقرب من مشروع درة الرياض, يقع بالقرب من هجرة سلطانة.",Mix
يعتبر المخطط جيد نوع ما لمن يرغب ببناء إستراحة للإستثمار.,Pos
الأسعار مبالغ فيها و بعيد قيمتها.,Neg
اللي بيشتري استراحة او الخ بيمشي وضعه يعيبها بعدها فقط و تعرضها للسرقة إذا استراحة خاصة.,Mix
كثافة و كثرة أعداد المزادات خلال هالفترة جيد، يؤدي لضغط أكبر على الأسعار.,Pos
"تخفيضات قوية على أراضي في المواقع التالية, الحق قبل نفاد الكمية.",Pos
شغلها تجاري جدا ردئ بالإضافة الى رداءة الشغل سعر عالي.,Neg
ساهم في تماسك العقار عوامل أخرى لا تعطي مؤشرات بهبوط العقار للأسعار التي يتمناها كل من يرغب في شراء العقار الا و هي الهجرة من المدن الصغيرة و القرى إلى المدن الكبيرة و زيادة عدد السكان في المدن الكبيرة.,Neg
العامل الرئيسي الكبير و الهام الذي يحد من إنخفاض أسعار العقار هو شح المخططات التي تتوفر بها البنية التحتية لا تتوفر و معظمها أملاك خاصة شبوك و ملاكها ليس لديهم الرغبة في بيعها بأسعار الوقت الحاضر.,Neg
ما راح ينزل في ظل المشاريع المقبلة عليها الدولة.,Neg
"غالي و لا يستحقها, إذا فرضت الزكاة و الرسوم سوف يكون عبء على من يمتلكه.",Neg
الإنهيار قادم لكن شف كيف يحصل هل مباشرة أو بالتدرج.,Pos
العقار على وشك الإنهيار و التجار ماهم لاقين زباين جادين.,Pos
الخلاصة هي الدولة قادمة بقوه لكبح قيمة العقار مثلما فعلت بالأسهم.,Pos
المهم هو أن العقار نازل لا محالة و الدولة شاده حيلها على هالموضوع و ناويه على نزول العقار.,Pos
الزبدة الدولة دخلت في العقار إذا النتيجة هبوط اضطراري.,Pos
الضربة الأخيرة و القاضية على تضخم العقار و بدء العد التنازلي.,Pos
تمهيدا لإقرارها في حال صدور فتوى بشرعيتها و ذلك للمساهمة في خفض أسعار العقار، و التسهيل على المواطنين في الحصول على أراض سكنية.,Pos
المواطن السعودي حاليا يعاني صعوبة الحصول على سكن و ذلك نظرا لإرتفاع أسعار الأراضي.,Neg
أصبح الحصول على قطعة أرض من أبرز الصعوبات التي تواجه المواطن كون تكلفة الأرض خاصة في المدن باتت تفوق تكلفة البناء، في معادلة غريبة تكشف مدى الإرتفاع الكبير في أسعار الأراضي.,Neg
بمجرد الإعلان رسميا عن النية بتطبيق هذا القرار ستنخفض أسعار الأراضي بنسب كبيرة قد تصل لأكثر من 30 %. أما بعد البدء بتطبيقه فالإنخفاض لن يقل عن 70 % من مستويات الأسعار الحالية.,Pos
المواطن السعودي يعاني صعوبة كبيرة في إيجاد المسكن لإرتفاع أسعار الأراضي و العقارات، كما هو مشاهد الآن.,Neg
وزارة الإسكان الفاشلة بدل من الإنتاج قعدت 4 سنوات و هي في تصاريح و مماطلة و في الأخير قالو 600000 الف فقط المحتاجين.,Neg
خروج مليون أجنبي هذه السنة بسبب تصحيح وضعهم كفيل إن شاء الله بإنهيار العقار و خاصة الإيجارات.,Pos
"العقار غصب عليه راح ينزل و الأسباب ليست شويش كما يقولون, الأسباب التنظيم الذي جاري في كتابات العدل و كشف معدل السيولة.",Pos
العقار الآن متجه للهبوط و لكن هل يكون تدريجي أو إنهيار مباشر.,Pos
"قبل أسبوع حضرت و إنصدمت, الأسعار أعلى من المتوقع بكثير و الناس يزاودون بجنون.",Neg
الصندوق العقاري يبي يكحلها عماها كل قراراته بتشوفون نتيجتها بعد سنة بالكثير و بتشوفون كيف الإرتفاع الجنوني.,Neg
لا بد من النزول كل المؤشرات تقول ذلك. و لكن كم النزول و متى علمه عند الله.,Pos
الآن هناك تصحيح للعقار و رجوعه للقيمة الحقيقية في خارج النطاق العمراني.,Pos
"مخططات تجاوز فيها النزول 50% حاليا, و القادم بإذن الله أفضل, و هذه شواهد على حجم النزول في الرياض.",Pos
يا رجل النزول الآن تجاوز ال 50% يعرضون و ما فيه زبون.,Pos
عندي أرض في حي المهدية سيمت القطعة العام ب 400 الف حي قائم و مقبل على خدمات و حي جديد.,Pos
لا يوجد الآن تسهيلات و لا قروض بسبب شح السيولة و عدم وجود جدوى منها.,Neg
شوفوا الأبراج اللي بالرياض و العماير سنوات بدون مستأجرين و هذا يؤثر في الأسعار نزولا في المباني و الأراضي.,Pos
تحرك سوق الأسهم في الفترة القادمة و الهلع بين أهل العقار يجعل الأسعار تنزل بسرعة جدا.,Pos
مستحيل العقار يواصل النزول.,Neg
لا أستبعد أن يأتي يوم يكون السكن في الرياض و المدن الكبيرة مستحيل إلا لمن يملك ملايين.,Neg
كل هذه العوامل و عوامل أخرى ساهمت في إرتفاع العقار و ستساهم في إرتفاعه في السنوات القادمة.,Neg
تشريعات تحد من إرتفاع العقار.,Pos
العقار كان صرحا من خيال فهوى.,Pos
المواقع لا تعكس السعر الحقيقي على الواقع بعضهم يعرض قطعه بمبلغ عالي للتضليل.,Neg
انصحك بالتريث الى أن تنتهي الإسكان على الأقل من نصف مشاريعها و بتشوف أسعار عجب.,Pos
الخطوات المعلنة من توزيع و فلل بأسعار رائعة ستأخذ وقت و عندما يبدء التوزيع أكيد راح يؤثر بالأسعار بشكل قوي جدا. لذلك الإنتظار أفضل و الله أعلم.,Pos
أما موضوع الدولة و توزيع الإسكان فسوف يحصل لكن الشق أكبر من الرقعة.,Mix
الموقع طيب و سعره معقول.,Pos
عودة الإنخفاض لأسعار العقارات السكنية بالمدينة المنورة.,Pos
إنخفاض أسعار العقارات السكنية بنسبة 60 %.,Pos
بقريح آخر الدنيا لا خدمات و لا شئ و أصلا سعرها مرتفع.,Neg
"شئ طبيعي الإنخفاض ما في طلبات, الآن وقت البيع.",Pos
الأسعار فعلا مرتفعة جدا و حصل ثبات فترة طويلة مع هبوط تدريجي في الأسعار.,Mix
"العقار طاح من زمان, تقريبا من سنة و نص تقريبا.",Pos
الأسعار تعدت المعقول بكثير سواء للشراء أو حتى الإيجار.,Neg
بسبب جشع و طمع و إستغلال مكاتب العقار عموله 1000 ريال الآن أصحاب الشقق السكنية يسوي لوحة علي الشقة بدون عمولة.,Neg
سبب أغلب الشقق فاضية بسبب طمع الملاك يطلبون إيجار غالي على الشقة و هي ما تسوى لذلك هرب الناس منهم.,Neg
اتق الله يا رجل اعرف ناس الدموع بعيونهم بسبب الإرتفاع الفاحش للعقار سواء إيجارات أو بيع.,Neg
يرفع الإيجار و يهددهم بالخروج إذا لم يدفعوا و هم في حيرة.,Neg
أصحاب العقار أصابهم جشع للحد الذي يبيع فلة عمرها أكثر من 30 سنة أو فلة شغل تجاري لا تصمد أكثر من سنة بمليونين أو أكثر و كل ذلك من راتب الموظف المسكين.,Neg
لم اجد أشد حسدا من أصحاب العقار لأنهم رفعوا العقار فوق قدرة المواطن حتى يشتري من عقارهم و هو مكسور الجناح. الراتب أغلبه قروض لمدة تفوق 10 سنوات.,Neg
العمائر التي بقرب محطات المترو سيزيد سعرها بشكل كبير.,Neg
الرجال رجع للصندوق و قال أنا ابغى رهن زي نظامكم أول أما إفراغ ما أبغى و الرجال معصب حسبي الله عليهم.,Neg
إذا رهن للصندوق العقاري زين. رهن لشركات و بنوك عقارية لا تتورط.,Mix
الدولة حفظها الله راح تركع العقار من أجل المواطن.,Pos
"سوف يمتلك المواطن منزله الخاص بسعر يتوافق مع دخله سواء قيمة الأرض أو البناء, و الدولة عازمة على تمليك المواطن.",Pos
قيمة الأرض فوق 500000 و تمويلهم أقل منها و بالفوائد بيأكلون علي أرضي و على أولادي و أنا بكامل عقلي.,Neg
لا تتورطون مع البنوك والشركات التجارية.,Neg
توريط شعب كامل من أجل حفنة من تجار التراب.,Neg
للأسف راحت أيام الصندوق العقاري و أنصح الجميع بالإبتعاد عن البنوك التجارية.,Neg
"انسى الصندوق العقاري, الصندوق العقاري توفى. أو الظاهر يتقاسم هو و البنك الفوايد اللي يأخذها البنك من ظهر المواطن.",Neg
البنوك إذا رهنت أرضك تكتب الأرض بإسم شركة عقارية غير البنك اللي عن طريقه تأخذ القرض و حسبي الله و نعم الوكيل.,Neg
"نظام البنك الآن يحولك إلى بنك تجاري و البنك يشترى لك منتج جاهز شقة أو فلة, و هنا مستحيل تحصل فلة بهذا المبلغ. تعجيز في تعجيز.",Neg
"قسما بالله حرام اللي قاعد يصير، عصابة من العقاريين يدمرون مستقبل مئات الألاف من الأسر مستغلين المال الذي بأيديهم و السلطة التي أعطيت لهم. نكلوا بالشعب و بهذلوه, حسبنا الله و نعم الوكيل.",Neg
"اي والله أراضي غالية و قرض قليل, الله يكون بالعون.",Neg
المخاطر في النظام الجديد كثيرة منها مسألة الرهن للبنك التجاري بدلا من الصندوق العقاري و الكل يعرف إن البنوك التجارية ممكن تطردك و تأخذ البيت و ترميك بالشارع.,Neg
في حال تعثرك عن السداد لأي سبب لستة اشهر و الإنسان ما يضمن عافيته و لا صحته و لا ماله فالدولة راح توقف دفع الإعانة لك و راح تكون مسؤول انت عن القرض بكامل فوائده و قبيلك البنك التجاري يعني سجن رسمي.,Neg
ما نشتري كراتينكم و نحط سلاسلكم في رقابنا لا و ألف لا.,Neg
يقول لك الفلة الثانية انباعت عشان يحمسك للشراء و الله جلست أراقب مين اشترى الفلة الثانية لحد الآن من سنتين ما بان المشتري. حركاتهم مكشوفة يقصد الخداع و الكذب من أجل يسوق كراتينه.,Neg
لا يلعب علينا اعداءنا و أعداء الوطن نعم تجار التراب هم أعداء للوطن و للشعب و الا كيف يدخلون بلادنا في هذي الدوامة و يدخلون الشعب في تلك القروض المنهكة له من أجل ماذا من أجل مصلحتهم.,Neg
الطلب عالي جدا علي الفلل رح حي الغروب طريق نجم الدين و الله العظيم.,Pos
"أسعار العقار وصلت إلى ما وصلت اليه لأن مليون ريال عند المواطن ما هو شئ, فموظف راتبه 5 الآف ريال يستطيع إقتراضه من البنك على 30 سنة و هذا هو سبب الإرتفاعات الفاحشة بالعقار.",Mix
"أنا عن نفسي ماني قادر أشتري, السبب الغلاء.",Neg
هذولي اللي بنو هم شارين الأرض في الغلاء و بنو في الغلاء.,Neg
للأسف أسعار العقارات عندنا متضخمة و الأسباب كثيرة أولها الإرتفاع الجنوني لأسعار الأراضي السكنية و التجارية.,Neg
المواطنين أنفسهم يشتري عن طريق البنك بضعف المبلغ المستحق و يبقى أسير للبنك 25 سنة و هذا ما شجع هوامير العقار على رفع الأسعار. على العموم الأسعار بدأت تنخفض و أعتقد انها إقتربت من سعر التكلفة.,Neg
الناس انساقت ورى الرهن العقاري تمويل البنوك و هذا ساعد على رفع العقار من جديد ما فيه إنخفاض بالعكس السنه هذي زاد عن السنة الماضية.,Neg
أفهم من كلامك أن العقار لا زال غالي.,Neg
استغلوا النزول الحالي و خصوصا في الأراضي التي تكون في أطراف المدن سعرها نزل في حدود 50 % و ركزوا على شمال أي مدينة لأن البوصلة العقارية شمالية.,Pos
العقار فقد نصف القيمة بالذات الأراضي.,Pos
أرض مطورة و عليها صك الكتروني و قريبة من العمران.,Pos
"صدق الرجل, العقار إنهار.",Pos
ابو صندقه يستغل رجوع البدلات و يرفع أسعار الأراضي و يوهم الناس بالكذب بإرتفاع العقار.,Neg
كيف إرتفاع الأراضي بسبب عودة البدلات و يكذبون و يقولون الأراضي بإرتفاع و خاصة جهة شمال الرياض أسعار في القمة.,Neg
زادو في المتر 200 علشان البدلات.,Neg
ابو صندقه لا زال يكذب لكي يصرف لهوامير العقار فحسبي الله و كفى.,Neg
راضي بهذه الأسعار في ظل الأوضاع الراهنة.,Pos
أسعار مواد البناء في الحضيض رجعت مثل أسعار عام 1422.,Pos
المشكلة في عقل العقاري يريد بالسعر العالي.,Neg
هبوط حاد في أسعار الشقق.,Pos
أسعار الأراضي في القمة و حرام إنها تتعدى 100000 الف.,Neg
و لله الحمد العقار ذو فائدة ملموسة و الضياع الحقيقي أن تدفع شهريا إيجار لا يعود بنفعا.,Mix
السعر أساسا متضخم 300 في ال 100.,Neg
الزبون نعرف إنه ما راح يجي لأن الأسعار ما زالت غالية.,Neg
صدقت و الله إرتفاع الأسعار المبالغ فيه لا يستفيد منه التاجر و لا المواطن لأنه يوقف الحركة في السوق و يكون ابو صندقه لا يستفيد من ذلك.,Neg
ليش يروح عمري كله أقساط و يضيع تعبي لفوائد البنوك.,Neg
العقار سيعيش ال 10 سنوات القادمة في مراحل تصحيح. ستشاهد القطعة السكنية بحدود 200 الف.,Pos
الغلاء الفاحش الذي حل بالأراضي و الطمع و الجشع أين مفتي المملكة عن هذه الأمور لأنها مضرة بالمواطن.,Neg
العقار في آخر رفساته. الثور الحقيقي و المغفل و اللي لا بد من الحجر على ماله هو من يشتري بهذه الأسعار.,Mix
المشترين مع الوقت قلوا كثيرا حتى انقرضوا تماما مع إرتفاع الأسعار.,Neg
إذا كان تقصد حي الملك فهد اللي على طريق الملك عبد العزيز و الله إن موقعه ممتاز و قريب من المسجد النبوي و يستاهل الشراء فيه.,Pos
إذا تعرف الحرازات وش رأيك فيها. اسمع أهل جدة يقولوا رخيصة و آمنة و 900 م ممكن تأخذها بحدود 160 الف. لكن المشكلة بدون صك لكن المخطط بشكل عام ما فيه مشاكل.,Mix
العقار إرتفع خلال الأيام الماضية.,Neg
مخطط الملك فهد غير مرغوب لأنها عبارة عن حرة.,Neg
العقار ولع يا إخوان اش السالفة. مش معقول في ظرف 24 ساعة. ,Neg
الإيجارات كذلك إرتفعت 20٪.,Neg
الإيجار من أمس إرتفع 20%.,Neg
اللي كانت معروضة في الشهور الماضية نزلت أسعارها بأكثر من 50 الف ريال هذا في الدمام.,Pos
اليوم عرفت الإيجارات إرتفعت 20%.,Neg
العقار ماسك خط نزول لا يزال في بدايته.,Pos
العقار تضاعف عشرات المرات.,Neg
العقار من جرف إلى دحديرة. شققنا فاضية و الإيجار نازل و لا فيه زبون.,Pos
البيروقراطية تؤخر بعض الأعمال المزمع تنفيذها مع وزارة الإسكان.,Neg
الوزارة لا تقدم منتجات سكنية بحجم التزايد السكاني الحاصل.,Neg
أسعار مواد و تكلفة البناء قد إنخفضت.,Pos
نعمل على مشروع من أهم المشاريع التجارية السكنية في جدة، الذي بإمكانه صناعة داون تاون جديد في شرق طريق الملك عبدالله بجدة، و سيتوافر في المشروع العديد من الخدمات، منها مول متكامل، إلى جانب مدارس للبنين و البنات.,Pos
الرسوم على الأراضي البيضاء إذا لم تفعل لن تحل المشكلة و بيرتفع سعر العقار.,Neg
افتح موضوع عن الركود العقاري أفضل لك. خلاص العقار طاح.,Pos
صندوق التنمية العقاري اتخذ اليوم قرار بطل و شجاع بدعم الجميع 100٪‏ أرباح 0٪‏ و عدم حساب عدد الأسرة و رفع سقف الدخل.,Pos
العروض خلصت و العقار إرتفع.,Neg
العقار طاح مافيش فلوس.,Pos
أنا عندي أرض في جدة تواصل معي خاص و أبيعها لك بأقل من سعر السوق.,Pos
الكل سينتظر السكن المجاني و الفلل على أقساط ميسرة.,Pos
هؤلاء شريطية العقار يسترزقون بالكذب و التدليس و الغش من أجل دراهم أعمامهم.,Neg
الأرض اللي كان المتر يساوي 1000 ريال يوم نزلت القرارات إرتفعت الى 1250 ريال.,Neg
لو يعطونا راتب دبل لن نشتري الكراتين أبدا.,Neg
لا تعطي اموالك لتجار التراب و يعطونك صندقة 200 متر ترمم فيها عمرك كله و تقسطها 25 سنة. في العجلة الندامة.,Neg
السوق متماسك و سيرتفع مع رجوع العلاوات و نظام الإقامة برمضان و الله اعلم.,Neg
العقار في إرتفاع. أعرف أصحاب عماير و فلل رجعوا الأسعار مثل أول خاصة مكة.,Neg
"للأسف كلامه صحيح, أمس كنت بمخطط قبل فترة المتر 1400 و الحين 1550 يقول لك إرتفع بسبب عودة البدلات.",Neg
السكن مناسب و فيه جميع الخدمات.,Pos
"إستثمر بوحدة فندقية بمتوسط ربح سنوى 10 % من رأس المال, أرباح مضمونة 100 % بإذن الله, توزيع الربح سنوى أو نصف سنوي, عقود شرعية مختومة و موثقة, إسترداد آمن لرأس المال المدفوع.",Pos
العقاريين زادو الأسعار برجوع البدلات.,Neg
شئ طبيعي هبوط العقار الآن.,Pos
كشف مسؤول في الشركة السعودية للكهرباء عن بدء العمل في تنفيذ مشاريع إيصال الخدمة الكهربائية لـ 142 ألفا و 463 قطعة أرض في مخططات المنح بعد أن تم اعتماد 14 مليار ريال لتنفيذها ضمن ميزانية الدولة.,Pos
جندت الشركة إمكاناتها البشرية و الفنية و المادية للإنتهاء من الخطط الخاصة بمشاريع إيصال الخدمة الكهربائية إلى تلك المخططات لتنفيذ الأمر السامي الكريم القاضي بتوفير السكن المناسب للمواطنين.,Pos
كانت الشركة السعودية للكهرباء قد وقعت في شهر يوليو الماضي إتفاقية أخرى مع وزارة الإسكان بقيمة 14 مليارا لإيصال الخدمة الكهربائية إلى 23 موقعا بالمشروعات السكنية.,Pos
أوضح المسؤول بالشركة أن المجموعة الأولى من العقود الخاصة بتوصيل الكهرباء لعدد من مواقع مشاريع وزارة الإسكان بقيمة إجمالية 4 مليارات ريال تشتمل على خمس محطات مركزية و فرعية وتوسعات لمحطات قائمة.,Pos
خبر ممتاز و مفيد و صحي جدا للسوق العقاري في تلك المدن المهم سرعة التنفيذ لهذه المخططات لكي تزداد شريحة الأراضي المغطاة بالخدمة و لزيادة كمية العرض من الأراضي المخدومة.,Pos
هذي فرصة للشراء الآن حيث أن أراضي المنح المذكورة في الإعلان أسعارها تبدأ من خمسين الف ريال و عند وصول الكهرباء لها عام 2018 لن تكون بهذي الأسعار أبدا.,Pos
حسب ما وصلني من مصدر ثقة بداية العمل في محطات الكهرباء في مخطط عريض في المواقع المحددة في شهر شوال القادم بإذن الله.,Pos
مبروك دخول الكهرباء في مخطط 29 ج س بجدة.,Pos
تعجلت وزارة الإسكان في تحويل المستفيدين الى البنوك التجارية.,Neg
التنسيق بين الوزارة و البنوك شبه معدوم و اكتفت الوزارة بإجبار البنوك على توقيع إتفاقية صورية للتعاون و الدليل أن كل من جاءه دعم و اتجه الى البنوك لم يجد أي تنسيق يذكر مع الوزارة فالبنك يعاملك حسب نظامه.,Neg
الوزاره لم تلقي بثقلها الحكومي على البنوك بتحديد فائدة مناسبة كذلك نظام خاص بالقروض المدعومة أو السماح لبنوك أجنبية و شركات تمويل عالمية أو حتى إنشاء بنك حكومي مخصص لهذا الغرض في حال رفض البنوك التعاون الحقيقي مع الوزارة.,Neg
المطورين ﻻ يملكون أراضي و الأراضي أسعارها غالية و ﻻ يستطيع المطور الشراء بهذه الأسعار خصوصا مع تخبط وزارة الإسكان و كل يوم قرار جديد.,Neg
بيطبقون رسوم المرحلة الثانية و بتشوفون نزول أكثر بكثير من الحاصل الآن.,Pos
قد قررت الدولة توفير السكن للمواطنين بسعر يتناسب مع متوسط دخلهم.,Pos
أنظمة وزارة الإسكان منحازة بشكل صارخ للعقاريين و تجاهل تام لمطالب المواطنين بكل فئاتهم.,Neg
لا شك أن الشراء الآن قرار غير حكيم إطلاقا.,Neg
"موقع إستثماري و مميز على شارعين الواجهة شمالية شرقية عرض الشارع 15 المساحة 525 أمام مسجد و تبعد عن المستوصف الحكومي أمتار قليلة و قريبة جدا من شارع حراء منطقة عمائر, سعر المتر 5500 ريال قابل للتفاوض بالحد المعقول.",Pos
اعلمكم أن العقار راح ينخفض أكثر.,Pos
